	Query_ID	Doc_ID	Rank	Score
251	26	1365	7	14.415356880827098
252	26	572	8	13.34197786266597
253	26	327	9	13.466717460652667
254	26	562	10	12.77058708630171
255	27	1176	1	10.142390647784566
256	27	752	2	9.68805174103688
257	27	512	3	9.176566932201887
258	27	680	4	8.749736526860353
259	27	674	5	8.604356889751946
260	27	1362	6	9.041610170420823
261	27	247	7	8.52511964286862
262	27	1124	8	9.066374573278997
263	27	838	9	7.91967139814388
264	27	1129	10	7.6311516606790475
265	28	1048	1	10.483237313826871
266	28	674	2	8.604356889751946
267	28	1362	3	9.041610170420823
268	28	521	4	9.352971333157976
269	28	680	5	8.311684755817216
270	28	384	6	8.488376602685413
271	28	752	7	8.277210338564466
272	28	246	8	7.7261035364364306
273	28	677	9	7.279914249625074
274	28	592	10	7.216898540396437
275	29	465	1	26.543370830698272
276	29	514	2	25.182936371483464
277	29	420	3	24.162034446228375
278	29	901	4	20.99873965620391
279	29	601	5	20.444900908212027
280	29	222	6	20.17691667629003
281	29	147	7	18.594632797419294
282	29	612	8	17.361237240726314
283	29	900	9	17.44885342066477
284	29	683	10	15.79065289482241
285	30	513	1	9.528605504680181
286	30	680	2	10.312109390964128
287	30	633	3	9.729230887288669
288	30	1197	4	9.032412469172538
289	30	752	5	9.409484530729712
290	30	902	6	8.575101856375285
291	30	147	7	8.84497131102037
292	30	432	8	8.61679056096862
293	30	1058	9	8.009456683599081
294	30	289	10	7.802800122205623
295	32	1186	1	12.942391460270482
296	32	467	2	11.972030231299563
297	32	1259	3	10.092148096595814
298	32	556	4	10.818000043698085
299	32	901	5	9.723266318175122
300	32	230	6	9.186290169664021
301	32	1197	7	8.727495484188507
302	32	432	8	8.87353216022698
303	32	601	9	8.469782597628013
304	32	242	10	8.492306974513985
305	33	431	1	28.33838867704841
306	33	252	2	17.954385782269902
307	33	714	3	18.594711518640004
308	33	800	4	16.162873873610735
309	33	799	5	16.487639276596667
310	33	672	6	16.603037547229306
311	33	1153	7	14.71057349857303
312	33	904	8	14.926430362067897
313	33	790	9	15.48528879548968
314	33	755	10	13.99513490868516
315	34	799	1	15.812711087396856
316	34	672	2	16.757227913241238
317	34	431	3	14.111863899499333
318	34	516	4	13.905160787788159
319	34	252	5	14.584203015039272
320	34	610	6	12.66143700827288
321	34	1074	7	11.603562780516919
322	34	198	8	11.011129174877901
323	34	594	9	10.812905426091792
324	34	520	10	10.369888443084708
325	35	1327	1	12.887648477094853
326	35	1203	2	12.05125115878301
327	35	654	3	12.532850579096399
328	35	724	4	10.38657508197436
329	35	1314	5	9.535015360438665
330	35	488	6	9.620127592907089
331	35	1156	7	9.279563136685377
332	35	720	8	8.530483117182754
333	35	75	9	8.85757782611943
334	35	319	10	8.403778323681033
335	36	319	1	11.780142070857648
336	36	387	2	11.319749274142978
337	36	135	3	10.752524786900377
338	36	1160	4	10.945256800199815
339	36	980	5	10.642521798508266
340	36	623	6	9.140908492508293
341	36	959	7	9.32396029347873
342	36	1213	8	9.446393290507178
343	36	45	9	9.490937653336298
344	36	398	10	8.583881124558697
345	37	186	1	10.648047496708365
346	37	126	2	9.418066453849766
347	37	1311	3	8.863451817805739
348	37	38	4	9.02717432269553
349	37	979	5	8.288627198460807
350	37	121	6	8.129281236100036
351	37	242	7	7.85822819976994
352	37	311	8	7.816308796325898
353	37	409	9	7.263938346494685
354	37	173	10	6.873396194175537
355	38	295	1	10.054697092032969
356	38	154	2	9.18098279883155
357	38	927	3	8.815072052624533
358	38	25	4	8.201037064098983
359	38	1205	5	8.084493135160638
360	38	446	6	7.9357311864449205
361	38	981	7	7.8329861256439335
362	38	1141	8	7.777720498554761
363	38	522	9	7.63384936891015
364	38	85	10	7.301191306482352
365	39	1205	1	11.044871821740841
366	39	1278	2	10.959310011272951
367	39	113	3	10.586696217484128
368	39	1264	4	10.313492330909224
369	39	79	5	10.245635590170224
370	39	40	6	10.318220408236073
371	39	37	7	8.84055779365511
372	39	43	8	9.120612019427558
373	39	7	9	9.109184110081877
374	39	293	10	9.056488557876063
375	40	1205	1	9.872610471521575
376	40	113	2	10.586696217484128
377	40	976	3	9.631785464220155
378	40	295	4	9.437895669547183
379	40	294	5	7.901955197171809
380	40	1141	6	7.777720498554761
381	40	1368	7	7.908656911582028
382	40	1196	8	7.1334152092562455
383	40	927	9	6.32373135632654
384	40	154	10	6.3785474070441985
385	41	927	1	16.908239661017205
386	41	433	2	13.893733789882898
387	41	432	3	13.429683483484485
388	41	1277	4	11.734937939542938
389	41	288	5	10.52392011516536
390	41	643	6	11.305595928184829
391	41	1202	7	9.608242285269025
392	41	686	8	10.07923526884523
393	41	1340	9	9.132325329926955
394	41	1162	10	8.868239577541095
395	42	440	1	21.424162402094023
396	42	526	2	20.083442319096854
397	42	439	3	17.103004963283077
398	42	467	4	15.177980406858715
399	42	503	5	13.75040022580212
400	42	797	6	14.229235211062115
401	42	634	7	12.626250937340632
402	42	404	8	13.204432119408892
403	42	1228	9	12.723269554252887
404	42	901	10	11.7813994495069
405	43	404	1	14.414323930956083
406	43	503	2	12.862847138388732
407	43	1194	3	12.754573226927224
408	43	312	4	9.96260034402718
409	43	201	5	9.258321153473565
410	43	521	6	9.715667824153046
411	43	369	7	9.470245308349837
412	43	903	8	8.541825015797045
413	43	1210	9	8.308041428726572
414	43	468	10	8.032880708759023
415	44	541	1	7.80022426924389
416	44	103	2	6.733454096481684
417	44	583	3	7.975492305391393
418	44	1314	4	7.370167632595911
419	44	405	5	7.418353155069122
420	44	1374	6	6.535190780095007
421	44	410	7	6.083573118240055
422	44	1156	8	5.459097007010106
423	44	849	9	4.592466106086192
424	44	1383	10	4.125097272560408
425	45	84	1	14.463003198370725
426	45	37	2	14.292844344338247
427	45	573	3	12.12138107770389
428	45	310	4	11.602517592076723
429	45	1200	5	10.984106628884943
430	45	123	6	10.908078218350735
431	45	344	7	11.503892270567013
432	45	63	8	10.83635165348283
433	45	1299	9	10.936634702538504
434	45	569	10	9.873176599521432
435	46	305	1	17.669427452421292
436	46	525	2	17.630486988632438
437	46	1185	3	13.584852543143224
438	46	37	4	13.900781090602358
439	46	623	5	13.839683945180866
440	46	84	6	11.761617625296008
441	46	123	7	11.444407131400846
442	46	344	8	11.760989628381694
443	46	1394	9	11.289489145968108
444	46	101	10	10.307467082200771
445	47	304	1	20.642466508794023
446	47	568	2	18.99598529418374
447	47	1200	3	18.957265469980108
448	47	310	4	19.211439557226388
449	47	327	5	15.041709556312153
450	47	308	6	15.868493524824151
451	47	540	7	14.856087362490005
452	47	663	8	13.739860148046727
453	47	573	9	12.882597110067506
454	47	309	10	12.503384901707634
455	48	439	1	17.022877660931233
456	48	683	2	15.260293182794307
457	48	521	3	13.563149322310293
458	48	1228	4	11.721823588232668
459	48	638	5	10.70071796539526
460	48	334	6	12.0002355502391
461	48	211	7	10.875913258338766
462	48	712	8	10.475908962587546
463	48	655	9	10.176186035354585
464	48	634	10	8.298898608813543
465	49	321	1	33.14491035013412
466	49	322	2	31.281231808422532
467	49	320	3	30.36934473767983
468	49	527	4	28.573608406021595
469	49	349	5	16.121870562739318
470	49	538	6	14.919462211226577
471	49	1087	7	14.209299109966484
472	49	1054	8	11.33493710751732
473	49	1240	9	11.42820355503321
474	49	478	10	9.70968943602399
475	50	326	1	17.12724706403182
476	50	192	2	14.73361352353025
477	50	528	3	15.919420779485232
478	50	494	4	14.290567215043879
479	50	1259	5	13.726196066931612
480	50	992	6	14.186074147763613
481	50	1112	7	13.249053820605955
482	50	332	8	12.76778660713982
483	50	1274	9	12.141353399957982
484	50	329	10	11.37761280189104
485	51	494	1	16.72006129502027
486	51	528	2	15.598620121079438
487	51	192	3	14.843236924479712
488	51	1112	4	14.154421115962807
489	51	1301	5	14.30701974665051
490	51	1259	6	13.556634699643947
491	51	922	7	12.945136185149458
492	51	273	8	10.90008811399288
493	51	25	9	10.821880970079256
494	51	146	10	10.219046821898594
495	52	211	1	8.055392021028672
496	52	645	2	7.036148331519312
497	52	1204	3	7.167164066794501
498	52	457	4	5.737663405502131
499	52	1149	5	5.6660597616737665
500	52	458	6	5.635483570164872
501	52	335	7	5.618707900469826
502	52	134	8	5.496282411436406
503	52	899	9	5.375303187010646
504	52	4	10	5.192502195331261
505	53	1253	1	18.436426621049396
506	53	298	2	17.048951512480627
507	53	61	3	16.173552953324233
508	53	1236	4	16.31630090290174
509	53	269	5	15.100807975322816
510	53	531	6	14.034092124008184
511	53	1282	7	14.274974905778974
512	53	267	8	14.503631732144918
513	53	407	9	13.122205487811474
514	53	112	10	12.477640637926026
515	54	1213	1	21.896887740443514
516	54	84	2	18.708057555327642
517	54	354	3	18.22625291513834
518	54	44	4	16.129214374176243
519	54	1300	5	15.29396018468103
520	54	101	6	15.701764577012552
521	54	651	7	14.198522842666033
522	54	423	8	13.416593924216745
523	54	294	9	13.856123308035595
524	54	338	10	13.026011852898417
525	55	376	1	15.62586982828638
526	55	1282	2	14.089018044059216
527	55	1301	3	10.832953981158152
528	55	16	4	10.347563455482138
529	55	348	5	10.40738506454321
530	55	73	6	9.667968556510505
531	55	4	7	9.729560691426515
532	55	562	8	9.079748404018789
533	55	527	9	9.30769999042871
534	55	565	10	8.279168352393205
535	56	753	1	19.641359653252003
536	56	441	2	19.861296504424665
537	56	638	3	16.80776791227922
538	56	1339	4	12.124816296561654
539	56	685	5	13.950887022679092
540	56	783	6	12.219845217903673
541	56	204	7	10.680489440915075
542	56	704	8	10.035710442953365
543	56	379	9	9.999192813428795
544	56	749	10	9.775037601892528
545	57	753	1	12.96871706082501
546	57	380	2	10.668748582596487
547	57	1339	3	9.197502262966271
548	57	634	4	8.202645897855636
549	57	1290	5	7.945511799781262
550	57	766	6	7.27879634165587
551	57	202	7	7.181983326144131
552	57	1111	8	6.481452734634287
553	57	15	9	6.453037054829447
554	57	879	10	6.1168396888981125
555	58	754	1	19.11788379577178
556	58	270	2	18.429169391136263
557	58	1159	3	17.988602157719527
558	58	269	4	15.50778195912324
559	58	784	5	15.541291023510542
560	58	120	6	14.214516453391518
561	58	963	7	13.49534135963387
562	58	789	8	13.937157092317513
563	58	873	9	13.58059404376709
564	58	566	10	13.390073859509577
565	59	105	1	13.045937260663859
566	59	382	2	12.26580169968977
567	59	784	3	12.153968898137691
568	59	789	4	11.038580078356347
569	59	854	5	10.404664262558947
570	59	1084	6	10.087200828330786
571	59	1176	7	9.487779170898644
572	59	539	8	8.908022972058017
573	59	1359	9	8.393688488424946
574	59	1078	10	8.030862914951037
575	60	321	1	34.240767418097256
576	60	322	2	31.685382499031263
577	60	320	3	30.36934473767983
578	60	527	4	26.769528338119486
579	60	476	5	27.445593860991586
580	60	150	6	13.336329114331674
581	60	833	7	14.239271965036446
582	60	1192	8	12.080529925374496
583	60	1386	9	11.675774728823084
584	60	11	10	11.883623115012306
585	61	564	1	20.918574119137464
586	61	539	2	22.030831844629837
587	61	1213	3	14.153559934267708
588	61	435	4	13.46320985949691
589	61	1159	5	12.352617111825735
590	61	565	6	11.378219897302142
591	61	1359	7	11.731677889979046
592	61	754	8	10.729774822398456
593	61	784	9	10.574258632189878
594	61	789	10	10.218485407459386
595	62	116	1	12.064217599755032
596	62	1268	2	11.614405732492866
597	62	381	3	11.284789010688627
598	62	483	4	11.943460042541181
599	62	105	5	10.537060212198918
600	62	784	6	9.959157328098748
601	62	1261	7	9.812912757983693
602	62	754	8	9.1873910068044
603	62	788	9	9.214687219396218
604	62	1182	10	8.653861876520192
605	63	204	1	10.077178847707785
606	63	738	2	10.064220917478437
607	63	1045	3	8.369602650450647
608	63	839	4	7.441549641623276
609	63	1381	5	7.941240303233777
610	63	287	6	7.339438019843731
611	63	678	7	7.613718323028969
612	63	1051	8	7.0621038807905965
613	63	420	9	6.818408699221068
614	63	638	10	6.382100440562917
615	64	52	1	12.85877735112973
616	64	441	2	12.071418490144346
617	64	627	3	10.056198043379155
618	64	239	4	10.400080816661376
619	64	1008	5	7.914550093076826
620	64	202	6	7.929942607619882
621	64	728	7	7.638194078611707
622	64	658	8	7.3883769878388765
623	64	893	9	7.373122310570899
624	64	69	10	7.1417034166370446
625	65	3	1	19.628056827888905
626	65	180	2	18.376761911852252
627	65	664	3	16.952055935190398
628	65	4	4	14.145706305800893
629	65	2	5	13.618769281561143
630	65	1237	6	13.109237834394289
631	65	389	7	13.600565974934373
632	65	62	8	13.22920682077811
633	65	636	9	13.058721050616743
634	65	1386	10	12.145011465143773
635	66	128	1	17.223426829450375
636	66	1251	2	10.952175516563365
637	66	664	3	11.564888291567193
638	66	590	4	11.428049098274945
639	66	576	5	11.384238868703985
640	66	389	6	11.14660695084958
641	66	453	7	10.607984154332263
642	66	484	8	10.539259591783743
643	66	1250	9	9.156157904489199
644	66	63	10	8.709705817252361
645	67	3	1	17.849648011968714
646	67	393	2	15.672287036052207
647	67	388	3	14.646761150864894
648	67	4	4	14.145706305800893
649	67	2	5	13.618769281561145
650	67	389	6	13.600565974934373
651	67	306	7	13.259742267605349
652	67	72	8	12.183648361572537
653	67	327	9	12.668318034418338
654	67	412	10	11.070462538942843
655	68	343	1	13.897031449051092
656	68	662	2	13.010049984993778
657	68	560	3	11.854879760289787
658	68	1240	4	11.684199196158698
659	68	339	5	11.354550307951646
660	68	661	6	11.372093419741923
661	68	481	7	10.772873723965269
662	68	337	8	9.228948342081601
663	68	535	9	9.00446247369045
664	68	1191	10	8.715457849642995
665	69	111	1	12.379044397770471
666	69	459	2	12.884465292485146
667	69	1138	3	12.784030674246708
668	69	264	4	11.506275855335101
669	69	1193	5	12.181418235659688
670	69	105	6	11.852376588154144
671	69	1182	7	9.986819432957864
672	69	292	8	8.992600199100622
673	69	565	9	8.647713670322268
674	69	661	10	8.28415087197555
675	70	349	1	18.65257999995285
676	70	327	2	12.450161635445756
677	70	104	3	11.663104356018183
678	70	255	4	11.19636579805594
679	70	111	5	10.779543387491568
680	70	1311	6	9.054129799831681
681	70	62	7	8.927343225299143
682	70	1382	8	9.686986563118046
683	70	486	9	8.263910756134619
684	70	611	10	8.283053727519807
685	71	305	1	13.634841580206583
686	71	573	2	12.12138107770389
687	71	63	3	10.83635165348283
688	71	1299	4	10.936634702538504
689	71	310	5	10.406263590496255
690	71	1253	6	9.520899452769726
691	71	525	7	9.479453246661802
692	71	323	8	10.113400075252317
693	71	192	9	8.787186008960706
694	71	308	10	8.503840681775706
695	72	630	1	15.061349131449893
696	72	1082	2	13.765492260713765
697	72	666	3	13.027541059788902
698	72	667	4	12.777181202363742
699	72	540	5	11.328697085166628
700	72	1078	6	11.820946306802245
701	72	663	7	11.072548768835322
702	72	139	8	11.09016293741266
703	72	305	9	10.10344105026505
704	72	1081	10	8.819937628026949
705	73	541	1	28.331542829496946
706	73	332	2	25.732815856753266
707	73	1296	3	22.94577054293447
708	73	573	4	18.964499291957985
709	73	488	5	16.44398378199707
710	73	401	6	15.372141861705206
711	73	160	7	17.81620980270496
712	73	577	8	16.39171949827069
713	73	410	9	16.004276432947393
714	73	1061	10	14.219555526980312
715	74	1153	1	21.446821967886347
716	74	876	2	17.037813439841983
717	74	576	3	16.266148732621108
718	74	1143	4	14.636737360916692
719	74	431	5	14.85209730377709
720	74	68	6	13.414040541172305
721	74	574	7	13.702722327411244
722	74	656	8	13.061980654797905
723	74	575	9	14.2553607124992
724	74	608	10	12.352170642970712
725	75	1393	1	17.10283358149284
726	75	1395	2	17.006557772056915
727	75	1161	3	17.359968047655038
728	75	324	4	16.747510251519042
729	75	303	5	17.146853436396142
730	75	559	6	16.33022760209905
731	75	323	7	16.098457085694356
732	75	584	8	14.550681160795943
733	75	1099	9	13.185308033542082
734	75	872	10	12.744257523316818
735	76	667	1	21.522521152121232
736	76	666	2	16.44725289070813
737	76	1082	3	15.874262177390026
738	76	1394	4	12.046621828054136
739	76	1395	5	13.005771491206369
740	76	307	6	11.621312319833903
741	76	1157	7	11.427955955310555
742	76	572	8	11.444534329490466
743	76	171	9	10.506733842175855
744	76	364	10	11.19869233630195
745	77	667	1	22.791317024925753
746	77	1395	2	15.172255163387973
747	77	668	3	14.43271934207251
748	77	1191	4	13.715852633966936
749	77	170	5	11.053861117428495
750	77	666	6	13.067052230420453
751	77	670	7	12.731332426237975
752	77	1231	8	10.355736300469678
753	77	343	9	8.862311428936614
754	77	171	10	8.792077142254104
755	78	543	1	21.043430359354463
756	78	590	2	19.85185681346715
757	78	588	3	14.060748844396395
758	78	216	4	15.980559254393626
759	78	592	5	15.767077154212192
760	78	237	6	13.427971866336385
761	78	138	7	14.920697093611913
762	78	426	8	12.389459617112932
763	78	935	9	9.924446348192475
764	78	214	10	8.917311483127465
765	79	1066	1	16.24934188305229
766	79	199	2	11.59964899957076
767	79	755	3	11.320156578501265
768	79	567	4	10.52190479784063
769	79	748	5	10.563622272114525
770	79	546	6	11.361285945616334
771	79	689	7	10.046504721875262
772	79	688	8	9.258180175866869
773	79	347	9	9.385493111791837
774	79	597	10	9.31835919406202
775	80	917	1	12.905764682473535
776	80	546	2	10.05703164607036
777	80	790	3	9.728299829346565
778	80	1066	4	9.540330933259057
779	80	441	5	9.615061734844383
780	80	947	6	8.910312202632603
781	80	597	7	8.770076970938216
782	80	999	8	7.904652058499554
783	80	815	9	7.0453965995833965
784	80	251	10	6.89289275484969
785	81	714	1	19.39979730340149
786	81	799	2	17.656532836881823
787	81	631	3	17.839055756180784
788	81	755	4	13.224467123842654
789	81	904	5	10.194051875933988
790	81	594	6	10.246838752654192
791	81	598	7	10.277396278967688
792	81	1153	8	9.304728252849022
793	81	597	9	9.953408243662022
794	81	516	10	8.183839456212137
795	82	1334	1	25.225109041472052
796	82	677	2	22.907310009792056
797	82	1339	3	17.168525076674687
798	82	1332	4	18.908804963534926
799	82	676	5	18.030424923991355
800	82	924	6	16.422194028957307
801	82	638	7	14.019378579444785
802	82	781	8	13.901412156196503
803	82	783	9	13.93679523895603
804	82	204	10	12.5943783137518
805	83	753	1	10.427698360527849
806	83	680	2	11.858889973062151
807	83	224	3	11.203433586757477
808	83	898	4	9.674682675640334
809	83	428	5	9.175115092462882
810	83	512	6	8.697017903776771
811	83	380	7	7.640808449786285
812	83	1058	8	7.115902421049412
813	83	1070	9	6.801006458335435
814	83	633	10	6.871241621489029
815	84	1281	1	14.168147796635855
816	84	101	2	13.885754871921808
817	84	861	3	13.595695255479857
818	84	398	4	14.040657950638838
819	84	283	5	13.83931507372186
820	84	1386	6	12.215764687949202
821	84	662	7	12.074420328696993
822	84	959	8	11.434278386642426
823	84	435	9	11.668160276723594
824	84	962	10	10.821767933993595
825	85	418	1	15.486396437920797
826	85	1155	2	14.31292749028228
827	85	294	3	13.980222923358951
828	85	315	4	12.251111876232084
829	85	522	5	12.667391323031822
830	85	431	6	12.478859293008275
831	85	516	7	12.015434534421411
832	85	280	8	11.25724392417207
833	85	207	9	10.830657554619425
834	85	526	10	10.340868905984347
835	86	755	1	37.3684311763177
836	86	594	2	34.05425569365868
837	86	431	3	19.54812114013317
838	86	1155	4	17.036333293731616
839	86	598	5	17.051531957671408
840	86	280	6	15.697467234167169
841	86	516	7	15.926895679065376
842	86	1066	8	14.155360705451983
843	86	602	9	13.485045799342736
844	86	1305	10	12.556712536362467
845	87	1228	1	19.524154868974435
846	87	572	2	18.892243556369372
847	87	334	3	17.567295735209512
848	87	26	4	18.6254647130945
849	87	569	5	16.253342060099357
850	87	134	6	14.26061984033229
851	87	526	7	15.513595130997619
852	87	1198	8	13.806325217664327
853	87	439	9	13.607900576100544
854	87	191	10	12.325370104090343
855	88	613	1	34.46878628245645
856	88	622	2	34.386643685426776
857	88	615	3	32.638529036139715
858	88	616	4	31.859126907667708
