Query_ID	Doc_ID	Rank	Score
1	1002	169	2.5
1	1305	170	2.5
1	500	171	2.5
1	327	172	2.5
1	655	173	2.5
1	57	174	2.5
1	661	175	2.5
1	781	176	2.5
1	651	177	2.5
1	860	178	2.5
1	185	179	2.5
1	578	180	2.5
1	999	181	2.5
1	859	182	2.5
1	927	183	2.5
1	579	184	2.5
1	438	185	2.5
1	526	186	2.5
1	914	187	2.5
1	1111	188	2.5
1	334	189	2.5
1	1258	190	2.5
1	274	191	2.5
1	767	192	2.5
1	1186	193	2.5
1	309	194	2.5
1	540	195	2.5
1	33	196	2.5
1	980	197	2.5
1	1219	198	2.5
1	123	199	2.5
1	215	200	2.5
2	12	1	12.5
2	792	2	10.5
2	51	3	10.5
2	1147	4	9.0
2	92	5	8.5
2	588	6	8.0
2	746	7	7.5
2	712	8	7.0
2	1169	9	7.0
2	1263	10	7.0
2	640	11	6.5
2	100	12	6.5
2	810	13	6.5
2	1380	14	6.0
2	329	15	6.0
2	700	16	6.0
2	606	17	5.5
2	876	18	5.5
2	576	19	5.5
2	14	20	5.5
2	114	21	5.5
2	47	22	5.0
2	658	23	5.0
2	193	24	5.0
2	724	25	5.0
2	874	26	5.0
2	253	27	5.0
2	315	28	5.0
2	82	29	4.5
2	156	30	4.5
2	1379	31	4.5
2	141	32	4.5
2	172	33	4.5
2	730	34	4.5
2	1341	35	4.5
2	101	36	4.0
2	395	37	4.0
2	1089	38	4.0
2	884	39	4.0
2	1361	40	4.0
2	316	41	4.0
2	561	42	4.0
2	1163	43	4.0
2	641	44	4.0
2	638	45	4.0
2	1144	46	4.0
2	798	47	4.0
2	725	48	3.5
2	976	49	3.5
2	52	50	3.5
2	1246	51	3.5
2	364	52	3.5
2	244	53	3.5
2	429	54	3.5
2	252	55	3.5
2	1170	56	3.5
2	837	57	3.5
2	726	58	3.5
2	497	59	3.5
2	578	60	3.5
2	579	61	3.5
2	804	62	3.5
2	574	63	3.5
2	731	64	3.5
2	1303	65	3.5
2	33	66	3.5
2	77	67	3.5
2	747	68	3.5
2	1095	69	3.5
2	806	70	3.5
2	486	71	3.5
2	1392	72	3.5
2	2	73	3.0
2	195	74	3.0
2	1265	75	3.0
2	184	76	3.0
2	833	77	3.0
2	416	78	3.0
2	883	79	3.0
2	732	80	3.0
2	1002	81	3.0
2	1108	82	3.0
2	986	83	3.0
2	805	84	3.0
2	781	85	3.0
2	430	86	3.0
2	1328	87	3.0
2	266	88	3.0
2	552	89	3.0
2	799	90	3.0
2	209	91	3.0
2	214	92	3.0
2	288	93	3.0
2	593	94	3.0
2	1300	95	3.0
2	1063	96	3.0
2	435	97	3.0
2	909	98	3.0
2	453	99	3.0
2	204	100	3.0
2	1201	101	3.0
2	202	102	3.0
2	78	103	3.0
2	1042	104	3.0
2	262	105	3.0
2	685	106	3.0
2	721	107	3.0
2	280	108	3.0
2	1320	109	3.0
2	695	110	2.5
2	1375	111	2.5
2	321	112	2.5
2	811	113	2.5
2	433	114	2.5
2	1155	115	2.5
2	69	116	2.5
2	368	117	2.5
2	293	118	2.5
2	624	119	2.5
2	1212	120	2.5
2	391	121	2.5
2	723	122	2.5
2	997	123	2.5
2	1168	124	2.5
2	406	125	2.5
2	70	126	2.5
2	80	127	2.5
2	75	128	2.5
2	663	129	2.5
2	441	130	2.5
2	1012	131	2.5
2	812	132	2.5
2	911	133	2.5
2	1217	134	2.5
2	914	135	2.5
2	216	136	2.5
2	1111	137	2.5
2	334	138	2.5
2	1197	139	2.5
2	309	140	2.5
2	540	141	2.5
2	1224	142	2.5
2	1157	143	2.5
2	982	144	2.5
2	215	145	2.5
2	1202	146	2.5
2	1167	147	2.5
2	211	148	2.5
2	264	149	2.5
2	1309	150	2.5
2	729	151	2.5
2	991	152	2.5
2	711	153	2.5
2	835	154	2.5
2	493	155	2.5
2	834	156	2.5
2	85	157	2.0
2	25	158	2.0
2	625	159	2.0
2	527	160	2.0
2	542	161	2.0
2	1250	162	2.0
2	350	163	2.0
2	878	164	2.0
2	1294	165	2.0
2	831	166	2.0
2	589	167	2.0
2	1295	168	2.0
2	1051	169	2.0
2	1244	170	2.0
2	896	171	2.0
2	756	172	2.0
2	41	173	2.0
2	572	174	2.0
2	1389	175	2.0
2	378	176	2.0
2	908	177	2.0
2	285	178	2.0
2	1166	179	2.0
2	272	180	2.0
2	862	181	2.0
2	297	182	2.0
2	456	183	2.0
2	720	184	2.0
2	373	185	2.0
2	777	186	2.0
2	715	187	2.0
2	870	188	2.0
2	826	189	2.0
2	860	190	2.0
2	431	191	2.0
2	1279	192	2.0
2	568	193	2.0
2	927	194	2.0
2	722	195	2.0
2	275	196	2.0
2	1209	197	2.0
2	110	198	2.0
2	60	199	2.0
2	410	200	2.0
3	144	1	8.5
3	542	2	7.5
3	5	3	7.5
3	707	4	7.0
3	662	5	6.5
3	395	6	6.0
3	564	7	6.0
3	329	8	5.5
3	962	9	5.5
3	158	10	5.5
3	980	11	5.5
3	399	12	5.0
3	181	13	5.0
3	579	14	5.0
3	485	15	5.0
3	1097	16	5.0
3	91	17	5.0
3	730	18	5.0
3	982	19	5.0
3	1268	20	5.0
3	1207	21	4.5
3	1213	22	4.5
3	269	23	4.5
3	1104	24	4.5
3	1328	25	4.5
3	266	26	4.5
3	623	27	4.5
3	51	28	4.5
3	561	29	4.5
3	554	30	4.5
3	584	31	4.5
3	66	32	4.5
3	168	33	4.5
3	101	34	4.0
3	350	35	4.0
3	13	36	4.0
3	944	37	4.0
3	522	38	4.0
3	1107	39	4.0
3	1108	40	4.0
3	6	41	4.0
3	981	42	4.0
3	641	43	4.0
3	90	44	4.0
3	585	45	4.0
3	486	46	4.0
3	872	47	4.0
3	82	48	3.5
3	606	49	3.5
3	566	50	3.5
3	92	51	3.5
3	572	52	3.5
3	1389	53	3.5
3	1098	54	3.5
3	555	55	3.5
3	582	56	3.5
3	49	57	3.5
3	44	58	3.5
3	635	59	3.5
3	240	60	3.5
3	1226	61	3.5
3	142	62	3.5
3	81	63	3.5
3	518	64	3.5
3	1040	65	3.5
3	873	66	3.5
3	1201	67	3.5
3	1072	68	3.5
3	571	69	3.5
3	349	70	3.5
3	1392	71	3.5
3	1263	72	3.5
3	85	73	3.0
3	695	74	3.0
3	1375	75	3.0
3	283	76	3.0
3	414	77	3.0
3	303	78	3.0
3	717	79	3.0
3	1073	80	3.0
3	732	81	3.0
3	1185	82	3.0
3	959	83	3.0
3	588	84	3.0
3	500	85	3.0
3	294	86	3.0
3	1279	87	3.0
3	1361	88	3.0
3	546	89	3.0
3	344	90	3.0
3	145	91	3.0
3	77	92	3.0
3	1307	93	3.0
3	72	94	3.0
3	1393	95	3.0
3	689	96	3.0
3	586	97	3.0
3	746	98	3.0
3	119	99	3.0
3	509	100	3.0
3	135	101	3.0
3	1265	102	2.5
3	164	103	2.5
3	368	104	2.5
3	833	105	2.5
3	1348	106	2.5
3	73	107	2.5
3	120	108	2.5
3	1204	109	2.5
3	784	110	2.5
3	997	111	2.5
3	1366	112	2.5
3	1002	113	2.5
3	407	114	2.5
3	667	115	2.5
3	342	116	2.5
3	61	117	2.5
3	661	118	2.5
3	267	119	2.5
3	651	120	2.5
3	185	121	2.5
3	1217	122	2.5
3	1379	123	2.5
3	587	124	2.5
3	552	125	2.5
3	576	126	2.5
3	1258	127	2.5
3	270	128	2.5
3	731	129	2.5
3	274	130	2.5
3	733	131	2.5
3	112	132	2.5
3	159	133	2.5
3	33	134	2.5
3	425	135	2.5
3	398	136	2.5
3	435	137	2.5
3	983	138	2.5
3	1219	139	2.5
3	458	140	2.5
3	1222	141	2.5
3	1183	142	2.5
3	62	143	2.5
3	45	144	2.5
3	328	145	2.5
3	422	146	2.5
3	1147	147	2.5
3	29	148	2.5
3	2	149	2.0
3	325	150	2.0
3	527	151	2.0
3	332	152	2.0
3	831	153	2.0
3	347	154	2.0
3	978	155	2.0
3	1295	156	2.0
3	93	157	2.0
3	163	158	2.0
3	603	159	2.0
3	364	160	2.0
3	912	161	2.0
3	1344	162	2.0
3	1282	163	2.0
3	963	164	2.0
3	524	165	2.0
3	304	166	2.0
3	700	167	2.0
3	378	168	2.0
3	560	169	2.0
3	406	170	2.0
3	95	171	2.0
3	1192	172	2.0
3	260	173	2.0
3	387	174	2.0
3	348	175	2.0
3	754	176	2.0
3	777	177	2.0
3	715	178	2.0
3	193	179	2.0
3	826	180	2.0
3	55	181	2.0
3	789	182	2.0
3	295	183	2.0
3	1281	184	2.0
3	859	185	2.0
3	366	186	2.0
3	1209	187	2.0
3	1198	188	2.0
3	410	189	2.0
3	666	190	2.0
3	1273	191	2.0
3	559	192	2.0
3	1159	193	2.0
3	1100	194	2.0
3	1253	195	2.0
3	767	196	2.0
3	353	197	2.0
3	24	198	2.0
3	620	199	2.0
3	540	200	2.0
4	660	1	12.5
4	179	2	11.0
4	188	3	11.0
4	1182	4	10.5
4	166	5	10.5
4	160	6	10.0
4	193	7	10.0
4	185	8	10.0
4	189	9	10.0
4	317	10	10.0
4	1202	11	9.5
4	236	12	9.0
4	576	13	9.0
4	375	14	9.0
4	332	15	8.5
4	97	16	8.5
4	1375	17	8.0
4	167	18	8.0
4	1198	19	8.0
4	575	20	8.0
4	541	21	8.0
4	1391	22	7.5
4	401	23	7.5
4	329	24	7.5
4	1108	25	7.5
4	979	26	7.5
4	656	27	7.5
4	966	28	7.5
4	110	29	7.5
4	173	30	7.5
4	1061	31	7.5
4	379	32	7.0
4	625	33	7.0
4	487	34	7.0
4	456	35	7.0
4	488	36	7.0
4	266	37	7.0
4	300	38	7.0
4	28	39	7.0
4	404	40	7.0
4	427	41	7.0
4	459	42	6.5
4	662	43	6.5
4	1312	44	6.5
4	975	45	6.5
4	1252	46	6.5
4	927	47	6.5
4	574	48	6.5
4	1245	49	6.5
4	540	50	6.5
4	435	51	6.5
4	499	52	6.5
4	1010	53	6.5
4	34	54	6.5
4	917	55	6.5
4	310	56	6.5
4	989	57	6.5
4	349	58	6.5
4	118	59	6.5
4	191	60	6.0
4	467	61	6.0
4	494	62	6.0
4	1373	63	6.0
4	1302	64	6.0
4	304	65	6.0
4	410	66	6.0
4	121	67	6.0
4	1195	68	6.0
4	1081	69	6.0
4	1242	70	6.0
4	757	71	6.0
4	458	72	6.0
4	1072	73	6.0
4	1193	74	6.0
4	987	75	6.0
4	306	76	6.0
4	1296	77	6.0
4	1275	78	6.0
4	1370	79	5.5
4	784	80	5.5
4	572	81	5.5
4	1382	82	5.5
4	1255	83	5.5
4	1313	84	5.5
4	651	85	5.5
4	999	86	5.5
4	579	87	5.5
4	270	88	5.5
4	24	89	5.5
4	33	90	5.5
4	1319	91	5.5
4	1274	92	5.5
4	820	93	5.5
4	1077	94	5.5
4	1309	95	5.5
4	62	96	5.5
4	889	97	5.5
4	493	98	5.5
4	149	99	5.0
4	186	100	5.0
4	1295	101	5.0
4	1356	102	5.0
4	73	103	5.0
4	998	104	5.0
4	395	105	5.0
4	1184	106	5.0
4	165	107	5.0
4	452	108	5.0
4	122	109	5.0
4	536	110	5.0
4	665	111	5.0
4	903	112	5.0
4	89	113	5.0
4	216	114	5.0
4	1085	115	5.0
4	155	116	5.0
4	222	117	5.0
4	305	118	5.0
4	94	119	5.0
4	176	120	5.0
4	1222	121	5.0
4	1180	122	5.0
4	363	123	5.0
4	352	124	5.0
4	1143	125	5.0
4	1189	126	5.0
4	319	127	5.0
4	174	128	5.0
4	417	129	4.5
4	187	130	4.5
4	1082	131	4.5
4	164	132	4.5
4	675	133	4.5
4	583	134	4.5
4	1194	135	4.5
4	498	136	4.5
4	775	137	4.5
4	984	138	4.5
4	1199	139	4.5
4	1297	140	4.5
4	257	141	4.5
4	1078	142	4.5
4	131	143	4.5
4	941	144	4.5
4	240	145	4.5
4	1105	146	4.5
4	18	147	4.5
4	519	148	4.5
4	1181	149	4.5
4	1321	150	4.5
4	439	151	4.5
4	562	152	4.5
4	466	153	4.5
4	273	154	4.5
4	292	155	4.5
4	45	156	4.5
4	1374	157	4.5
4	328	158	4.5
4	1315	159	4.5
4	23	160	4.5
4	1286	161	4.5
4	85	162	4.0
4	25	163	4.0
4	283	164	4.0
4	84	165	4.0
4	140	166	4.0
4	217	167	4.0
4	381	168	4.0
4	255	169	4.0
4	125	170	4.0
4	658	171	4.0
4	278	172	4.0
4	1310	173	4.0
4	1009	174	4.0
4	318	175	4.0
4	667	176	4.0
4	242	177	4.0
4	373	178	4.0
4	294	179	4.0
4	134	180	4.0
4	661	181	4.0
4	208	182	4.0
4	259	183	4.0
4	1230	184	4.0
4	282	185	4.0
4	103	186	4.0
4	967	187	4.0
4	365	188	4.0
4	201	189	4.0
4	86	190	4.0
4	565	191	4.0
4	1040	192	4.0
4	1224	193	4.0
4	1139	194	4.0
4	1304	195	4.0
4	1239	196	4.0
4	669	197	4.0
4	1248	198	4.0
4	183	199	4.0
4	1307	200	4.0
5	329	1	7.0
5	730	2	5.5
5	14	3	5.5
5	1066	4	5.5
5	401	5	5.0
5	641	6	5.0
5	368	7	4.5
5	658	8	4.5
5	1379	9	4.5
5	561	10	4.5
5	540	11	4.5
5	172	12	4.5
5	968	13	4.5
5	1380	14	4.0
5	163	15	4.0
5	56	16	4.0
5	753	17	4.0
5	572	18	4.0
5	373	19	4.0
5	552	20	4.0
5	1198	21	4.0
5	367	22	4.0
5	1032	23	4.0
5	1392	24	4.0
5	625	25	3.5
5	332	26	3.5
5	688	27	3.5
5	360	28	3.5
5	92	29	3.5
5	395	30	3.5
5	1310	31	3.5
5	1002	32	3.5
5	441	33	3.5
5	1279	34	3.5
5	1272	35	3.5
5	1209	36	3.5
5	410	37	3.5
5	44	38	3.5
5	103	39	3.5
5	731	40	3.5
5	1201	41	3.5
5	1296	42	3.5
5	746	43	3.5
5	828	44	3.0
5	2	45	3.0
5	1265	46	3.0
5	160	47	3.0
5	732	48	3.0
5	1389	49	3.0
5	234	50	3.0
5	588	51	3.0
5	1108	52	3.0
5	715	53	3.0
5	1376	54	3.0
5	185	55	3.0
5	704	56	3.0
5	576	57	3.0
5	344	58	3.0
5	574	59	3.0
5	1333	60	3.0
5	1197	61	3.0
5	1253	62	3.0
5	707	63	3.0
5	51	64	3.0
5	1158	65	3.0
5	33	66	3.0
5	499	67	3.0
5	575	68	3.0
5	1061	69	3.0
5	689	70	3.0
5	28	71	3.0
5	349	72	3.0
5	495	73	3.0
5	573	74	3.0
5	749	75	3.0
5	798	76	3.0
5	101	77	2.5
5	445	78	2.5
5	542	79	2.5
5	35	80	2.5
5	1391	81	2.5
5	976	82	2.5
5	1356	83	2.5
5	416	84	2.5
5	1373	85	2.5
5	1342	86	2.5
5	1204	87	2.5
5	1390	88	2.5
5	304	89	2.5
5	700	90	2.5
5	232	91	2.5
5	537	92	2.5
5	272	93	2.5
5	837	94	2.5
5	813	95	2.5
5	667	96	2.5
5	342	97	2.5
5	777	98	2.5
5	899	99	2.5
5	327	100	2.5
5	57	101	2.5
5	656	102	2.5
5	536	103	2.5
5	488	104	2.5
5	568	105	2.5
5	1200	106	2.5
5	266	107	2.5
5	296	108	2.5
5	1217	109	2.5
5	708	110	2.5
5	334	111	2.5
5	544	112	2.5
5	1335	113	2.5
5	307	114	2.5
5	567	115	2.5
5	305	116	2.5
5	1224	117	2.5
5	1319	118	2.5
5	1274	119	2.5
5	458	120	2.5
5	359	121	2.5
5	1248	122	2.5
5	26	123	2.5
5	1072	124	2.5
5	202	125	2.5
5	1309	126	2.5
5	62	127	2.5
5	66	128	2.5
5	1374	129	2.5
5	37	130	2.5
5	1047	131	2.5
5	792	132	2.0
5	85	133	2.0
5	25	134	2.0
5	606	135	2.0
5	1375	136	2.0
5	527	137	2.0
5	529	138	2.0
5	321	139	2.0
5	943	140	2.0
5	287	141	2.0
5	350	142	2.0
5	1240	143	2.0
5	831	144	2.0
5	1295	145	2.0
5	93	146	2.0
5	833	147	2.0
5	662	148	2.0
5	650	149	2.0
5	930	150	2.0
5	73	151	2.0
5	371	152	2.0
5	801	153	2.0
5	1089	154	2.0
5	391	155	2.0
5	997	156	2.0
5	577	157	2.0
5	712	158	2.0
5	11	159	2.0
5	1305	160	2.0
5	297	161	2.0
5	1102	162	2.0
5	294	163	2.0
5	357	164	2.0
5	781	165	2.0
5	860	166	2.0
5	1281	167	2.0
5	68	168	2.0
5	999	169	2.0
5	859	170	2.0
5	579	171	2.0
5	724	172	2.0
5	1230	173	2.0
5	981	174	2.0
5	587	175	2.0
5	665	176	2.0
5	1231	177	2.0
5	815	178	2.0
5	1345	179	2.0
5	824	180	2.0
5	570	181	2.0
5	142	182	2.0
5	733	183	2.0
5	980	184	2.0
5	77	185	2.0
5	425	186	2.0
5	814	187	2.0
5	1157	188	2.0
5	453	189	2.0
5	873	190	2.0
5	1219	191	2.0
5	556	192	2.0
5	130	193	2.0
5	204	194	2.0
5	1202	195	2.0
5	541	196	2.0
5	1206	197	2.0
5	19	198	2.0
5	648	199	2.0
5	585	200	2.0
6	927	1	8.5
6	257	2	8.0
6	99	3	7.5
6	660	4	7.5
6	97	5	7.5
6	491	6	7.5
6	798	7	7.5
6	522	8	6.5
6	193	9	6.5
6	1195	10	6.5
6	151	11	6.5
6	160	12	6.0
6	976	13	6.0
6	572	14	6.0
6	294	15	6.0
6	651	16	6.0
6	189	17	6.0
6	131	18	6.0
6	222	19	6.0
6	315	20	6.0
6	187	21	5.5
6	84	22	5.5
6	1225	23	5.5
6	984	24	5.5
6	89	25	5.5
6	344	26	5.5
6	1222	27	5.5
6	404	28	5.5
6	427	29	5.5
6	379	30	5.0
6	332	31	5.0
6	662	32	5.0
6	1302	33	5.0
6	1182	34	5.0
6	179	35	5.0
6	1281	36	5.0
6	526	37	5.0
6	576	38	5.0
6	216	39	5.0
6	240	40	5.0
6	1245	41	5.0
6	767	42	5.0
6	439	43	5.0
6	563	44	5.0
6	310	45	5.0
6	1391	46	4.5
6	996	47	4.5
6	494	48	4.5
6	1244	49	4.5
6	959	50	4.5
6	1184	51	4.5
6	775	52	4.5
6	986	53	4.5
6	277	54	4.5
6	536	55	4.5
6	1313	56	4.5
6	558	57	4.5
6	1106	58	4.5
6	1273	59	4.5
6	121	60	4.5
6	544	61	4.5
6	574	62	4.5
6	206	63	4.5
6	270	64	4.5
6	757	65	4.5
6	377	66	4.5
6	386	67	4.5
6	987	68	4.5
6	363	69	4.5
6	375	70	4.5
6	45	71	4.5
6	1374	72	4.5
6	989	73	4.5
6	118	74	4.5
6	188	75	4.5
6	1263	76	4.5
6	1275	77	4.5
6	25	78	4.0
6	625	79	4.0
6	455	80	4.0
6	1074	81	4.0
6	1082	82	4.0
6	186	83	4.0
6	657	84	4.0
6	998	85	4.0
6	329	86	4.0
6	997	87	4.0
6	1216	88	4.0
6	498	89	4.0
6	452	90	4.0
6	346	91	4.0
6	1107	92	4.0
6	17	93	4.0
6	266	94	4.0
6	1209	95	4.0
6	1198	96	4.0
6	1081	97	4.0
6	18	98	4.0
6	94	99	4.0
6	96	100	4.0
6	123	101	4.0
6	135	102	4.0
6	610	103	4.0
6	148	104	4.0
6	2	105	3.5
6	1062	106	3.5
6	420	107	3.5
6	218	108	3.5
6	688	109	3.5
6	675	110	3.5
6	487	111	3.5
6	115	112	3.5
6	1204	113	3.5
6	395	114	3.5
6	1282	115	3.5
6	167	116	3.5
6	413	117	3.5
6	418	118	3.5
6	1310	119	3.5
6	165	120	3.5
6	456	121	3.5
6	373	122	3.5
6	236	123	3.5
6	1075	124	3.5
6	1324	125	3.5
6	579	126	3.5
6	966	127	3.5
6	133	128	3.5
6	941	129	3.5
6	9	130	3.5
6	569	131	3.5
6	1181	132	3.5
6	779	133	3.5
6	1039	134	3.5
6	1321	135	3.5
6	1239	136	3.5
6	1010	137	3.5
6	820	138	3.5
6	34	139	3.5
6	317	140	3.5
6	306	141	3.5
6	466	142	3.5
6	950	143	3.5
6	541	144	3.5
6	72	145	3.5
6	352	146	3.5
6	372	147	3.5
6	1241	148	3.5
6	797	149	3.5
6	1144	150	3.5
6	872	151	3.5
6	861	152	3.5
6	1268	153	3.5
6	191	154	3.0
6	39	155	3.0
6	464	156	3.0
6	467	157	3.0
6	401	158	3.0
6	1356	159	3.0
6	16	160	3.0
6	1220	161	3.0
6	624	162	3.0
6	960	163	3.0
6	1194	164	3.0
6	902	165	3.0
6	1325	166	3.0
6	125	167	3.0
6	1212	168	3.0
6	801	169	3.0
6	535	170	3.0
6	1390	171	3.0
6	1213	172	3.0
6	304	173	3.0
6	278	174	3.0
6	406	175	3.0
6	341	176	3.0
6	80	177	3.0
6	1377	178	3.0
6	109	179	3.0
6	1196	180	3.0
6	1228	181	3.0
6	633	182	3.0
6	271	183	3.0
6	348	184	3.0
6	1108	185	3.0
6	663	186	3.0
6	640	187	3.0
6	646	188	3.0
6	242	189	3.0
6	134	190	3.0
6	261	191	3.0
6	1199	192	3.0
6	497	193	3.0
6	207	194	3.0
6	626	195	3.0
6	666	196	3.0
6	300	197	3.0
6	992	198	3.0
6	173	199	3.0
6	388	200	3.0
7	1307	1	14.0
7	492	2	12.5
7	189	3	12.5
7	1382	4	11.5
7	197	5	11.5
7	174	6	11.5
7	721	7	11.0
7	1347	8	10.5
7	423	9	10.5
7	675	10	10.0
7	971	11	10.0
7	947	12	10.0
7	1166	13	10.0
7	999	14	10.0
7	1231	15	10.0
7	1040	16	10.0
7	695	17	9.5
7	717	18	9.5
7	56	19	9.5
7	57	20	9.5
7	636	21	9.0
7	58	22	8.5
7	49	23	8.5
7	1352	24	8.5
7	173	25	8.5
7	673	26	8.0
7	122	27	8.0
7	282	28	8.0
7	1381	29	8.0
7	1115	30	8.0
7	688	31	7.5
7	1356	32	7.5
7	232	33	7.5
7	993	34	7.5
7	373	35	7.5
7	225	36	7.5
7	443	37	7.5
7	692	38	7.5
7	354	39	7.5
7	48	40	7.0
7	1229	41	7.0
7	927	42	7.0
7	133	43	7.0
7	1114	44	7.0
7	434	45	6.5
7	996	46	6.5
7	662	47	6.5
7	234	48	6.5
7	248	49	6.5
7	907	50	6.5
7	693	51	6.5
7	1077	52	6.5
7	62	53	6.5
7	694	54	6.5
7	1277	55	6.0
7	1250	56	6.0
7	709	57	6.0
7	80	58	6.0
7	277	59	6.0
7	815	60	6.0
7	567	61	6.0
7	1039	62	6.0
7	696	63	6.0
7	25	64	5.5
7	39	65	5.5
7	1261	66	5.5
7	1216	67	5.5
7	193	68	5.5
7	626	69	5.5
7	89	70	5.5
7	1355	71	5.5
7	564	72	5.5
7	638	73	5.5
7	946	74	5.5
7	605	75	5.5
7	1292	76	5.5
7	798	77	5.5
7	101	78	5.0
7	38	79	5.0
7	140	80	5.0
7	1246	81	5.0
7	801	82	5.0
7	712	83	5.0
7	1225	84	5.0
7	794	85	5.0
7	1258	86	5.0
7	512	87	5.0
7	519	88	5.0
7	569	89	5.0
7	1248	90	5.0
7	808	91	5.0
7	1235	92	5.0
7	1271	93	5.0
7	1386	94	5.0
7	37	95	5.0
7	711	96	5.0
7	1147	97	5.0
7	379	98	4.5
7	187	99	4.5
7	1204	100	4.5
7	70	101	4.5
7	1366	102	4.5
7	79	103	4.5
7	1313	104	4.5
7	994	105	4.5
7	110	106	4.5
7	525	107	4.5
7	580	108	4.5
7	222	109	4.5
7	891	110	4.5
7	1303	111	4.5
7	94	112	4.5
7	595	113	4.5
7	1351	114	4.5
7	713	115	4.5
7	846	116	4.5
7	370	117	4.5
7	97	118	4.5
7	212	119	4.5
7	689	120	4.5
7	514	121	4.5
7	1280	122	4.5
7	612	123	4.5
7	196	124	4.5
7	459	125	4.0
7	972	126	4.0
7	680	127	4.0
7	69	128	4.0
7	697	129	4.0
7	124	130	4.0
7	205	131	4.0
7	624	132	4.0
7	758	133	4.0
7	962	134	4.0
7	655	135	4.0
7	1104	136	4.0
7	1334	137	4.0
7	1378	138	4.0
7	1000	139	4.0
7	312	140	4.0
7	704	141	4.0
7	1350	142	4.0
7	213	143	4.0
7	565	144	4.0
7	1332	145	4.0
7	839	146	4.0
7	1262	147	4.0
7	637	148	4.0
7	904	149	4.0
7	1201	150	4.0
7	147	151	4.0
7	352	152	4.0
7	1092	153	4.0
7	991	154	4.0
7	76	155	4.0
7	32	156	4.0
7	1218	157	4.0
7	464	158	3.5
7	705	159	3.5
7	433	160	3.5
7	467	161	3.5
7	115	162	3.5
